Store ID,Country,Product ID,Product Category,Units Sold,Date of Sale,GDP Growth Rate,Inflation Rate,Price Sold
8734,Spain,58800,Womens,6,7/10/2023,-2.1,5.76,114.96
6075,France,38920,Mens,7,5/7/2023,1.33,6.39,88.55
6871,UK,59555,Womens,5,4/22/2023,-0.44,8.74,115.62
7980,Italy,84355,Womens,9,7/14/2023,9.91,4.23,45.53
9028,Italy,58757,Mens,7,4/13/2023,-0.8,4.95,68.63
7423,Germany,73644,Womens,10,7/7/2023,-0.33,-1.1,87.38
7107,France,29367,Womens,8,4/13/2023,2.26,2.99,83.93
1852,Italy,27313,Womens,10,10/19/2023,-2.01,-1.5,90.45
5498,Spain,42789,Mens,10,9/20/2023,-2.08,-0.88,17.21
2743,Germany,98061,Womens,12,10/12/2023,4.44,-3.63,78.94
4027,France,32774,Mens,6,1/25/2024,7.58,9.06,118.49
2527,Spain,40629,Womens,4,6/7/2023,-2.51,9.34,134.69
6806,UK,59436,Mens,10,2/18/2024,6.31,2.39,76.3
7812,Spain,93756,Mens,7,11/24/2023,-0.33,4.55,97.02
5663,Italy,93515,Mens,6,3/11/2023,2.16,7.13,60.84
8942,France,62419,Mens,10,3/9/2023,-1.57,-1.65,45.45
1662,Germany,53098,Womens,7,5/13/2023,4.53,7.34,103.76
5959,UK,87467,Mens,10,6/26/2023,-2.87,-1.69,32.67
7162,France,67209,Womens,6,8/11/2023,1.84,8.61,60.33
8519,UK,48839,Womens,13,8/29/2023,9.72,-2.87,-0.25
4055,Germany,73989,Womens,7,7/5/2023,7.37,7.48,104.35
5663,Spain,86441,Womens,13,9/9/2023,6.69,-4.78,6.82
9070,France,16286,Mens,6,2/7/2024,-4.44,4.95,97.98
8998,France,80631,Mens,7,5/21/2023,-1.54,4.86,70.25
2996,France,57558,Mens,13,12/7/2023,9.64,-3.53,-1.53
2460,France,62230,Womens,8,9/11/2023,-3.64,2.35,73.52
1893,UK,55314,Mens,5,9/18/2023,-1.65,7.44,117.59
4343,France,26944,Womens,10,7/30/2023,-4.58,-3.58,39.98
9170,France,81941,Womens,13,10/29/2023,9.65,-2.32,46.98
1852,UK,99260,Womens,11,3/15/2023,5.72,-0.99,72.69
6251,Germany,81422,Mens,8,11/20/2023,-0.4,3.19,39.53
3933,France,67505,Womens,10,6/28/2023,-0.62,-0.38,11.11
7652,Italy,83896,Womens,9,11/4/2023,-3.89,0.04,24.54
7812,Spain,27927,Womens,10,7/15/2023,3.19,1.09,49.29
6075,France,27175,Mens,9,7/11/2023,3.08,1.88,42.48
7951,Italy,24234,Mens,11,5/19/2023,8.52,1.36,26.48
4836,Spain,17219,Womens,6,5/4/2023,6.65,8.8,77.39
5200,Spain,65090,Mens,6,9/22/2023,6.21,9.0,131.57
1148,UK,20380,Womens,10,5/28/2023,9.45,2.0,52.02
5295,Germany,83805,Womens,10,9/21/2023,-4.37,-3.35,56.62
3185,UK,40891,Mens,11,4/25/2023,2.51,-2.86,13.17
5983,Italy,44196,Womens,7,4/23/2023,-0.41,5.11,109.39
7718,France,38036,Womens,8,2/13/2024,0.77,3.85,40.95
8734,France,27773,Mens,6,5/12/2023,-0.89,6.42,114.32
4313,Italy,39938,Mens,9,12/24/2023,1.03,0.86,46.1
8085,Italy,65536,Womens,6,10/23/2023,-3.23,5.74,73.4
9170,UK,96706,Mens,7,3/25/2023,5.0,7.33,52.57
2619,Italy,66619,Womens,8,3/22/2023,-1.19,2.8,68.38
8085,Germany,58352,Mens,7,2/11/2024,9.09,9.62,112.82
2789,Spain,46693,Mens,9,7/30/2023,-3.99,-0.04,73.67
9738,UK,11535,Womens,9,8/1/2023,8.24,3.57,28.78
2826,Germany,28927,Womens,9,4/30/2023,7.13,3.97,106.34
8942,France,38409,Mens,6,5/23/2023,6.45,9.9,95.97
5719,Spain,77863,Mens,12,6/29/2023,1.99,-4.16,54.65
8036,Germany,60050,Mens,9,1/31/2024,8.73,5.08,59.56
1971,Italy,69235,Womens,11,8/5/2023,-4.14,-4.35,52.87
3247,France,79692,Womens,9,9/11/2023,5.65,2.95,47.61
8459,Italy,69197,Womens,10,6/17/2023,4.64,0.77,45.72
2003,France,60135,Womens,11,2/26/2024,8.35,0.56,59.94
5983,France,77070,Womens,5,2/29/2024,-1.82,9.12,138.79
2642,France,69822,Mens,9,6/16/2023,1.95,2.7,42.38
2789,Spain,77647,Womens,4,11/19/2023,-4.09,9.16,130.96
1893,UK,39296,Mens,8,5/10/2023,1.28,2.79,81.91
4971,France,32540,Mens,6,11/27/2023,5.51,8.91,58.72
7217,UK,51011,Womens,7,11/23/2023,9.76,9.56,103.64
5346,France,81948,Mens,6,1/15/2024,-2.96,6.04,127.59
5656,UK,71258,Womens,12,7/16/2023,6.65,-1.86,46.49
8103,Spain,64994,Womens,10,6/21/2023,9.7,2.99,38.29
7328,France,39079,Womens,10,10/25/2023,5.58,1.27,59.0
5764,Spain,98781,Mens,11,7/31/2023,9.28,0.44,94.62
1505,France,59112,Womens,7,9/23/2023,8.15,7.7,72.45
2642,France,66969,Mens,11,2/19/2024,4.92,-1.95,72.8
3673,France,13674,Mens,8,4/5/2023,4.72,4.95,67.61
5465,Spain,90575,Womens,12,2/5/2024,5.14,-3.84,63.68
3062,Germany,26944,Womens,12,7/24/2023,6.05,-3.35,59.92
6871,Germany,35805,Mens,10,11/6/2023,-1.78,-1.44,63.93
2185,Italy,67661,Womens,9,4/14/2023,9.53,5.78,46.5
7162,Germany,87546,Mens,7,6/20/2023,8.48,8.2,55.2
5466,Germany,36384,Mens,8,8/10/2023,6.85,5.84,86.75
6251,Germany,62694,Mens,8,9/29/2023,-4.09,1.47,43.73
2789,Germany,31837,Womens,7,7/21/2023,-1.57,4.68,45.03
1565,UK,63426,Womens,9,10/6/2023,-0.59,0.55,44.64
7423,UK,17557,Womens,12,10/15/2023,3.05,-3.89,43.7
5466,Italy,49136,Womens,10,6/19/2023,0.51,-0.3,93.53
2999,Italy,62808,Womens,10,4/4/2023,0.41,-0.15,91.77
9059,Spain,80146,Mens,8,5/20/2023,1.86,4.65,96.48
8204,UK,27409,Womens,7,7/13/2023,-3.68,3.1,84.68
9976,Germany,35373,Womens,7,6/2/2023,-2.39,3.26,27.6
6918,Italy,65330,Womens,11,3/28/2023,-2.95,-4.74,-7.16
5764,UK,84444,Womens,7,11/14/2023,-0.14,4.02,107.77
6251,Italy,69272,Womens,9,9/25/2023,8.63,5.28,79.56
6918,Spain,98685,Mens,5,7/29/2023,-0.85,9.42,107.75
9738,Germany,44194,Womens,9,1/17/2024,6.33,3.67,43.87
1265,Germany,19488,Mens,9,12/9/2023,3.48,1.44,50.85
1265,Italy,69039,Mens,10,9/23/2023,1.26,-1.06,26.1
2996,Spain,10260,Mens,11,7/17/2023,7.28,0.41,88.09
3851,Spain,92946,Mens,10,12/3/2023,-0.61,-2.1,76.51
6871,Germany,95473,Womens,13,5/17/2023,6.43,-3.59,52.0
9420,Germany,85017,Mens,4,7/20/2023,-4.77,8.6,70.56
9384,France,60220,Womens,10,12/14/2023,-4.72,-3.45,11.75
8734,Germany,39393,Mens,7,8/31/2023,9.8,8.73,138.86
8637,Spain,58814,Womens,11,1/17/2024,1.14,-2.0,71.1
6748,France,78784,Womens,11,11/16/2023,9.33,0.34,40.96
5719,Italy,56454,Mens,7,1/4/2024,-4.32,3.25,78.24
7346,France,67351,Womens,8,7/20/2023,9.36,6.72,57.79
5465,Germany,19831,Womens,9,6/1/2023,0.74,2.27,73.43
9028,Germany,47675,Mens,12,6/7/2023,0.74,-4.86,38.75
4343,Germany,68154,Womens,8,5/2/2023,3.24,4.5,103.7
4866,UK,71405,Mens,7,12/2/2023,8.95,8.87,101.94
1505,Spain,21677,Mens,5,4/8/2023,-3.29,7.84,102.43
1817,Germany,41700,Mens,6,10/3/2023,-0.34,7.74,92.12
2912,France,38068,Mens,6,9/29/2023,-4.91,5.94,79.59
5845,Spain,83414,Womens,11,6/29/2023,9.23,1.69,65.01
1518,Italy,82500,Womens,8,2/23/2024,6.09,6.06,45.08
7156,Italy,21519,Womens,8,7/2/2023,-3.07,2.7,73.25
1390,Italy,26994,Womens,12,6/28/2023,1.75,-4.08,36.94
2003,UK,14248,Womens,9,6/27/2023,2.69,2.71,29.5
5719,Spain,75637,Womens,9,1/21/2024,5.27,2.3,23.23
1427,Spain,62419,Mens,11,4/20/2023,-4.05,-4.7,27.6
5959,Italy,84355,Womens,8,2/19/2024,3.9,3.96,98.59
8272,Spain,98794,Mens,10,11/22/2023,7.43,2.75,44.08
9681,Spain,53213,Womens,5,9/1/2023,-1.28,8.85,139.72
2251,UK,14509,Womens,11,12/19/2023,-0.98,-3.63,50.81
8643,Germany,92301,Womens,6,5/11/2023,-4.74,4.6,47.18
2185,Italy,57506,Womens,10,1/19/2024,-2.31,-1.05,26.71
8432,France,12919,Mens,11,4/28/2023,-0.04,-3.89,18.46
5737,France,62808,Womens,5,12/6/2023,3.0,9.32,127.47
5085,France,11755,Mens,6,5/7/2023,1.91,7.38,121.61
1269,Italy,90387,Mens,5,6/10/2023,-4.53,7.61,85.24
1150,Italy,75569,Mens,6,12/3/2023,0.49,6.29,69.73
9976,Italy,69998,Mens,13,6/19/2023,9.32,-2.5,13.23
9170,Spain,22732,Womens,8,10/31/2023,-4.41,0.4,27.15
3161,UK,46084,Mens,5,3/3/2024,-1.85,8.26,133.47
1893,France,88830,Mens,8,1/5/2024,-2.89,1.43,99.47
5818,UK,37137,Mens,12,4/5/2023,5.54,-2.62,21.77
1518,Germany,95916,Mens,6,11/20/2023,-2.06,5.41,116.15
8734,Germany,77880,Mens,12,6/3/2023,8.43,-1.25,91.71
2296,Spain,39391,Womens,5,5/30/2023,3.04,9.59,58.81
1567,UK,20257,Mens,11,6/23/2023,1.42,-3.39,-4.62
7420,Spain,19831,Womens,5,1/30/2024,-1.83,8.33,88.02
9170,UK,23627,Womens,8,2/8/2024,9.23,6.59,113.7
5466,Italy,87684,Mens,4,1/19/2024,-2.21,9.24,132.64
7107,Italy,20684,Mens,11,3/30/2023,0.14,-3.91,51.86
2250,UK,28048,Mens,8,1/28/2024,-0.43,2.29,59.98
1711,Spain,64082,Womens,6,1/22/2024,-4.23,4.81,114.33
8875,UK,79973,Mens,12,12/1/2023,1.78,-4.42,8.23
3934,Spain,54830,Womens,10,1/7/2024,1.06,-0.91,67.61
1893,Italy,53016,Mens,10,3/26/2023,-3.91,-2.59,10.53
8085,Germany,44517,Womens,6,11/19/2023,4.47,9.76,136.24
2527,Spain,55202,Womens,8,7/28/2023,-4.51,0.73,99.41
6806,France,52334,Womens,11,3/25/2023,-1.14,-3.83,80.36
5845,UK,34584,Womens,6,5/17/2023,-0.1,6.21,89.42
6149,France,69946,Womens,11,2/23/2024,4.35,-1.27,89.76
2250,UK,81365,Womens,9,4/20/2023,2.34,2.3,94.72
4027,Spain,83368,Womens,12,7/1/2023,6.43,-1.75,80.59
9070,Germany,32517,Womens,6,7/7/2023,4.44,7.83,129.77
9432,Germany,85775,Mens,8,9/27/2023,2.88,3.6,42.7
1721,Italy,63131,Mens,8,7/20/2023,6.71,5.39,82.01
8099,UK,22152,Womens,11,1/9/2024,9.26,-0.27,53.33
5346,UK,42489,Womens,9,2/19/2024,-2.78,-1.01,6.95
8519,Spain,73869,Womens,12,7/23/2023,-1.09,-4.93,74.25
2067,Spain,65464,Mens,10,5/17/2023,5.33,1.92,56.37
8210,Germany,94997,Womens,12,3/10/2023,8.36,-2.16,43.53
7634,Germany,24945,Mens,10,5/28/2023,6.8,1.27,35.48
5931,Spain,37384,Womens,9,7/13/2023,-0.87,0.12,97.21
7980,Italy,26609,Womens,10,8/24/2023,-0.09,-0.15,99.16
7812,UK,17548,Mens,9,11/9/2023,9.56,4.95,92.98
4137,UK,33920,Womens,8,6/15/2023,8.96,7.23,110.03
3705,UK,85124,Womens,8,6/9/2023,8.42,6.49,65.23
7328,Germany,35160,Mens,7,4/23/2023,7.72,8.4,136.95
2743,Spain,24764,Mens,6,5/20/2023,6.46,9.98,124.57
1852,Spain,51823,Womens,11,7/17/2023,7.35,-0.56,56.61
9059,UK,92696,Womens,6,11/10/2023,7.33,9.72,100.02
2996,UK,71849,Womens,8,1/29/2024,9.31,7.52,57.32
8757,Spain,10442,Womens,6,7/16/2023,-2.15,6.46,103.46
8600,Spain,15718,Womens,14,11/11/2023,8.3,-4.8,34.29
1505,Italy,32610,Womens,6,2/11/2024,2.77,7.97,93.73
7273,Spain,91254,Womens,9,2/12/2024,5.63,2.56,57.52
8210,Spain,83008,Womens,10,5/12/2023,-4.97,-2.67,84.76
1817,UK,10162,Womens,6,6/20/2023,6.3,9.12,141.31
6742,Italy,36211,Womens,5,7/4/2023,-4.56,6.77,87.01
8757,Italy,94952,Womens,7,2/21/2024,-4.34,2.73,96.52
5275,France,22342,Mens,5,1/21/2024,2.82,9.5,83.94
1034,France,24168,Womens,6,11/9/2023,5.28,9.35,102.3
8754,Spain,67325,Mens,5,9/2/2023,-0.43,9.58,89.61
5200,Italy,67511,Mens,7,3/15/2023,-0.24,4.37,33.94
1711,Spain,28391,Mens,4,8/21/2023,-2.32,9.1,87.08
8693,France,39938,Mens,7,11/13/2023,-0.37,5.19,114.29
7980,Spain,14473,Womens,10,6/23/2023,-3.02,-2.51,75.39
5688,UK,77546,Mens,9,10/21/2023,-1.08,-0.13,10.3
3510,Italy,39585,Womens,10,11/18/2023,3.48,-0.03,24.58
7704,UK,83136,Mens,9,8/12/2023,-2.44,0.77,32.78
4027,Germany,33428,Womens,8,10/14/2023,9.44,7.42,95.5
8036,France,80512,Mens,7,3/18/2023,8.89,9.3,104.75
6984,Italy,48769,Womens,8,7/24/2023,6.12,5.72,106.38
9384,Italy,17548,Mens,8,1/24/2024,-1.31,2.73,32.23
6918,UK,55899,Womens,6,1/7/2024,3.3,8.71,57.43
1567,Italy,31881,Mens,9,12/16/2023,-3.86,0.16,89.47
5200,Germany,61288,Mens,12,12/15/2023,5.85,-2.62,41.17
7420,Italy,60105,Mens,11,9/17/2023,2.72,-2.42,13.44
9028,Italy,11223,Mens,9,7/2/2023,7.09,3.23,50.8
1518,Germany,94396,Womens,7,9/1/2023,-4.02,3.67,118.06
4343,UK,26371,Mens,10,4/19/2023,5.2,0.28,42.93
5719,Italy,42450,Womens,10,5/7/2023,5.56,1.08,47.28
8693,UK,52915,Mens,9,4/2/2023,1.27,2.35,84.05
9420,UK,95618,Mens,6,5/26/2023,4.96,8.4,111.44
6149,Germany,93239,Womens,10,4/21/2023,5.03,0.09,16.51
7954,UK,60228,Womens,9,6/5/2023,1.52,0.9,36.96
9465,Italy,66978,Womens,10,5/14/2023,0.98,-1.33,43.79
5837,Germany,66089,Mens,11,6/11/2023,-3.8,-4.64,40.81
4971,Germany,61800,Mens,7,9/30/2023,8.59,8.17,137.63
5818,Spain,78416,Womens,10,9/7/2023,-1.68,-0.82,22.28
9070,Italy,98824,Womens,11,5/11/2023,-1.34,-3.59,32.84
6613,Germany,66947,Womens,10,2/11/2024,-1.49,-1.26,87.63
1518,France,79403,Mens,7,1/28/2024,0.73,4.93,108.73
7958,Germany,85488,Mens,8,4/4/2023,1.63,4.22,82.43
1134,Italy,77467,Womens,10,5/20/2023,-3.45,-2.99,21.09
5931,Italy,34155,Womens,8,11/19/2023,-4.47,0.77,33.51
3773,Germany,17397,Mens,8,8/8/2023,2.74,4.86,60.35
6984,UK,20474,Mens,10,1/27/2024,5.34,1.22,33.15
2789,Germany,44004,Womens,8,8/26/2023,2.16,4.3,114.66
9719,France,34237,Womens,13,5/16/2023,7.25,-4.17,30.82
9170,Germany,47070,Mens,10,11/29/2023,-2.16,-1.09,75.53
9070,France,69748,Mens,8,10/9/2023,-4.62,0.98,36.19
7346,Italy,41326,Womens,6,3/27/2023,3.92,9.35,57.48
7031,Italy,21000,Mens,12,8/17/2023,2.82,-4.07,14.6
1711,UK,97593,Mens,6,8/7/2023,-3.36,5.28,46.02
5085,France,84916,Mens,11,3/29/2023,4.79,-1.56,13.91
2887,Germany,58866,Womens,8,3/11/2023,-3.65,2.03,20.77
7031,UK,75451,Mens,7,11/6/2023,2.85,5.81,52.87
3217,Spain,19298,Mens,10,4/15/2023,-3.76,-3.4,4.76
5931,Spain,50252,Womens,7,7/5/2023,-0.34,5.58,75.72
2489,Italy,46369,Womens,10,8/11/2023,-4.86,-3.79,53.17
3224,Germany,74819,Womens,8,11/14/2023,-2.53,0.99,81.33
3188,Italy,43470,Mens,12,7/22/2023,0.52,-3.91,71.87
2789,UK,79389,Mens,8,3/26/2023,-0.02,3.2,110.79
4091,UK,76903,Womens,8,12/22/2023,-1.48,1.98,88.61
8609,France,92594,Mens,9,1/21/2024,7.2,4.16,70.81
5232,Germany,70419,Mens,7,5/31/2023,2.55,6.68,66.77
8036,Spain,71258,Womens,11,6/20/2023,-0.13,-2.19,12.58
2963,France,42913,Womens,10,1/31/2024,8.96,2.03,38.76
1269,Spain,23222,Mens,5,3/8/2023,-0.15,8.14,53.96
2527,Germany,83875,Womens,9,6/8/2023,7.86,4.34,95.01
3851,Germany,81422,Mens,11,7/23/2023,-3.44,-4.05,64.85
2251,Italy,67511,Mens,11,3/6/2024,7.01,0.48,101.79
1612,Spain,45156,Womens,11,6/4/2023,-1.69,-3.73,43.85
6806,Italy,96616,Mens,7,1/3/2024,-4.98,2.91,91.04
6184,France,36572,Womens,5,5/8/2023,-4.76,7.82,127.2
8733,Italy,88638,Mens,8,9/1/2023,4.75,5.79,100.12
2185,Spain,44938,Womens,7,3/9/2023,-0.42,4.91,53.93
9481,UK,99350,Womens,9,1/4/2024,4.78,2.21,83.76
4142,Italy,91070,Womens,8,6/11/2023,3.65,4.11,117.69
1269,Italy,23405,Womens,8,1/18/2024,7.97,6.4,124.3
5931,France,53459,Womens,4,9/16/2023,-4.73,8.2,102.72
5656,France,89281,Mens,6,9/29/2023,-4.65,6.03,81.26
3161,France,35074,Mens,7,4/16/2023,-3.52,3.16,75.39
1265,UK,81091,Womens,11,6/15/2023,7.2,-0.81,87.22
4217,Spain,89250,Womens,7,7/11/2023,-3.68,3.16,105.3
7980,Italy,67652,Womens,7,6/14/2023,6.51,8.57,99.4
1971,UK,50026,Womens,5,5/6/2023,1.27,9.94,93.58
2067,Germany,89042,Mens,5,1/22/2024,-2.69,7.85,95.55
3510,UK,43984,Mens,4,10/8/2023,-4.38,9.16,139.87
9028,Italy,14907,Mens,8,8/1/2023,1.93,4.38,84.5
5232,UK,41326,Womens,5,1/12/2024,-2.87,6.99,106.73
5295,Italy,49991,Mens,7,7/2/2023,4.32,6.27,115.35
1971,Italy,14509,Womens,13,7/27/2023,9.0,-2.61,51.49
5295,France,62912,Mens,7,1/14/2024,5.83,7.51,86.99
2887,Italy,69387,Mens,10,6/27/2023,9.23,3.46,48.35
2377,UK,69246,Womens,12,12/1/2023,4.15,-3.39,48.49
7120,Spain,77848,Womens,7,2/9/2024,7.33,7.64,113.17
3188,UK,33825,Womens,11,3/13/2023,4.56,-0.65,63.48
7162,Spain,86007,Womens,13,11/22/2023,8.61,-3.21,71.39
4836,Italy,45905,Womens,6,11/10/2023,-0.95,7.03,74.87
3247,Spain,60043,Womens,7,4/2/2023,3.95,5.63,113.49
2251,Italy,84023,Mens,10,10/28/2023,2.2,0.4,90.48
9059,Germany,90962,Mens,12,12/13/2023,6.07,-3.21,36.7
3773,Germany,39393,Mens,9,5/1/2023,3.71,3.48,81.73
8432,France,61275,Womens,7,3/21/2023,-0.55,4.69,111.55
7328,Germany,68347,Womens,12,3/11/2023,7.01,-2.02,22.99
7346,France,16286,Mens,11,7/9/2023,5.5,-0.26,33.74
9976,Spain,29283,Womens,10,11/15/2023,-3.62,-1.47,27.04
8693,Spain,16187,Womens,6,3/1/2024,-4.5,4.46,119.77
1390,Spain,36850,Womens,10,10/11/2023,-4.38,-2.5,0.74
7120,UK,46343,Mens,7,8/11/2023,5.56,6.59,95.8
5663,Germany,84718,Mens,8,8/22/2023,2.03,2.84,64.67
1817,France,65347,Womens,8,11/23/2023,4.48,4.13,37.27
5251,UK,96796,Mens,11,6/24/2023,3.66,-2.5,57.62
5837,Italy,93642,Womens,12,2/11/2024,5.82,-2.66,34.58
1346,Germany,88855,Womens,6,10/9/2023,5.93,9.96,92.63
2642,France,53306,Mens,11,12/10/2023,5.69,-0.27,17.52
4971,Italy,69969,Womens,10,10/13/2023,-2.74,-1.46,49.15
5854,Germany,83805,Womens,11,9/8/2023,9.51,1.41,43.4
7346,France,53016,Mens,7,9/5/2023,9.39,9.64,75.64
7980,Germany,80362,Womens,9,11/2/2023,-1.36,0.67,42.73
5498,Italy,87814,Mens,12,4/5/2023,1.7,-3.55,78.27
5491,Germany,67859,Mens,8,4/5/2023,-3.39,1.35,17.42
9432,France,18989,Mens,10,10/30/2023,9.26,2.37,92.16
1565,UK,14368,Mens,11,9/10/2023,5.22,-0.48,63.95
4137,Germany,31466,Womens,12,11/24/2023,8.4,-1.79,16.79
3158,Italy,62479,Womens,10,5/13/2023,3.68,0.31,18.55
1427,Italy,44494,Mens,12,12/26/2023,2.55,-4.17,14.74
3217,Italy,14782,Mens,11,5/6/2023,-3.39,-4.96,57.67
3940,France,35604,Womens,10,2/4/2024,3.53,1.25,82.46
8998,Spain,99350,Womens,10,3/8/2023,6.09,1.99,102.98
6184,Germany,13736,Mens,9,1/31/2024,-2.54,0.83,86.68
4971,Germany,99168,Mens,9,7/19/2023,-4.79,-1.1,33.01
5465,UK,82217,Mens,6,4/17/2023,-0.5,7.65,138.23
2300,UK,56017,Mens,6,4/18/2023,-3.58,5.85,68.09
6918,Italy,33545,Mens,10,1/22/2024,0.5,-1.39,81.61
7107,Italy,87606,Mens,5,7/26/2023,-4.45,7.3,56.75
3161,UK,91375,Mens,5,12/13/2023,-4.42,7.35,119.45
5466,France,12623,Womens,8,4/13/2023,5.17,4.46,81.78
3401,UK,18731,Womens,4,12/3/2023,-3.79,9.33,111.83
3705,UK,19312,Womens,11,9/10/2023,-3.58,-4.45,42.69
1134,France,11940,Mens,7,9/23/2023,1.13,4.78,83.86
6918,Spain,64330,Mens,5,1/3/2024,-1.99,7.48,93.94
4217,Spain,87476,Womens,9,12/12/2023,3.99,2.6,101.53
2887,UK,30094,Womens,9,7/19/2023,-2.75,-0.96,68.01
2912,UK,17962,Mens,10,10/22/2023,0.51,-0.07,12.55
3940,Germany,68920,Womens,6,12/25/2023,-0.9,6.62,72.75
8643,Germany,65544,Mens,6,9/14/2023,-3.31,5.19,84.03
3224,France,81863,Mens,7,4/6/2023,0.94,5.81,116.7
1565,Spain,23603,Mens,9,9/9/2023,7.33,3.3,51.73
8210,UK,40070,Mens,8,6/2/2023,-3.73,1.87,72.33
3728,UK,85816,Mens,10,4/2/2023,9.71,2.57,84.3
5429,UK,87992,Womens,11,9/4/2023,9.11,0.39,34.2
9070,France,57834,Mens,5,2/8/2024,-0.53,8.23,62.11
2999,UK,57834,Mens,5,4/27/2023,-4.03,8.18,134.85
2676,UK,52824,Mens,6,11/29/2023,7.26,9.33,72.4
6389,Germany,99503,Womens,13,3/4/2024,6.56,-4.33,-9.27
5466,Italy,87814,Mens,13,3/30/2023,9.69,-2.41,4.82
4055,UK,98882,Mens,9,9/28/2023,1.48,1.57,51.14
9742,UK,90575,Womens,7,1/5/2024,-2.64,3.76,110.13
7273,Italy,75030,Mens,9,12/19/2023,8.85,3.67,43.75
1852,Germany,88742,Womens,6,4/4/2023,-0.33,6.63,69.76
3161,Italy,17217,Mens,11,11/7/2023,7.9,1.1,60.74
7328,Spain,69949,Womens,11,1/5/2024,3.33,-0.84,26.08
3161,UK,23405,Womens,10,1/2/2024,4.17,0.56,70.69
2296,Spain,87825,Mens,7,9/29/2023,-0.29,5.57,116.99
1817,UK,90940,Mens,6,6/24/2023,-3.57,5.61,101.95
3773,Italy,57568,Womens,10,6/21/2023,4.85,0.76,75.18
2999,Germany,40629,Womens,10,9/26/2023,4.67,0.47,35.29
4313,UK,48605,Mens,8,5/17/2023,6.47,5.71,110.14
5983,UK,74003,Womens,9,6/14/2023,5.7,3.44,91.41
7345,France,87606,Mens,10,8/20/2023,-3.09,-2.06,16.68
6984,Italy,25746,Mens,10,7/4/2023,8.77,2.98,66.01
5837,Italy,11597,Mens,10,1/2/2024,9.58,3.78,115.64
5232,Spain,53544,Mens,6,5/23/2023,2.78,8.68,143.0
2085,Germany,39079,Womens,8,2/10/2024,0.13,2.83,61.7
7958,Italy,44027,Mens,9,9/9/2023,6.25,3.81,104.42
8693,Italy,41793,Mens,9,1/23/2024,1.45,0.64,19.48
2619,Germany,90575,Womens,10,10/5/2023,3.61,0.93,14.9
6742,Italy,92331,Womens,8,11/11/2023,-0.06,2.34,107.87
2251,Spain,54539,Womens,13,10/31/2023,9.19,-3.32,-2.59
8998,Germany,94136,Mens,13,3/9/2023,9.76,-3.29,47.89
9465,UK,83414,Womens,8,12/2/2023,6.27,6.44,102.08
6149,UK,99503,Womens,6,3/31/2023,3.36,8.96,105.01
9384,France,74068,Mens,8,2/17/2024,-2.66,2.12,61.9
7156,UK,76808,Womens,7,4/6/2023,-2.17,4.73,63.22
2067,France,25432,Mens,7,1/20/2024,2.41,6.4,53.18
7328,Germany,13543,Mens,13,8/20/2023,8.86,-3.16,79.96
8432,UK,99131,Mens,7,6/2/2023,4.12,7.54,84.46
2489,Spain,24503,Mens,12,7/5/2023,5.36,-3.39,65.89
4027,Germany,15530,Womens,6,6/9/2023,-0.74,6.55,56.98
2377,Spain,57078,Mens,9,7/21/2023,6.31,4.4,41.36
3224,UK,62453,Womens,9,7/29/2023,-0.33,-0.1,95.91
8643,Italy,33825,Womens,11,12/9/2023,2.95,-1.56,5.9
6871,Italy,31430,Womens,9,12/23/2023,-4.68,-0.23,83.98
9465,Germany,65536,Womens,10,12/6/2023,5.7,0.78,35.38
5346,UK,34949,Mens,8,8/29/2023,4.19,4.76,86.56
6075,Italy,97806,Mens,4,3/12/2023,-4.84,8.11,136.59
2642,Spain,34415,Mens,9,3/1/2024,4.47,2.89,110.24
7634,Spain,60043,Womens,8,3/29/2023,7.22,5.6,91.68
4217,Spain,29796,Womens,10,7/3/2023,0.75,-0.74,10.9
3158,UK,29467,Womens,5,2/24/2024,-0.33,8.03,91.68
3673,Italy,10681,Womens,8,8/26/2023,-2.6,1.93,29.54
2269,Italy,68633,Womens,9,5/6/2023,0.97,2.27,98.25
9719,Italy,31067,Mens,12,1/21/2024,8.04,-2.3,84.73
4313,Germany,73053,Mens,10,5/9/2023,6.99,1.95,84.37
6389,UK,45367,Womens,11,7/14/2023,0.67,-2.92,19.5
8210,Spain,94570,Mens,6,7/20/2023,5.16,9.98,84.21
7812,Germany,95916,Mens,9,7/14/2023,-3.4,-1.15,61.78
7346,Spain,50135,Womens,5,2/25/2024,4.52,9.98,149.23
4371,UK,90233,Womens,10,8/27/2023,0.39,-0.37,28.33
7423,Germany,86007,Womens,10,6/26/2023,6.16,0.78,99.31
6142,Italy,86056,Womens,7,4/12/2023,2.23,6.85,88.67
7120,Italy,39393,Mens,11,10/14/2023,0.56,-2.07,46.61
8459,Italy,77647,Womens,8,6/28/2023,-4.15,0.47,83.12
1148,UK,98278,Womens,12,4/30/2023,1.26,-3.67,11.48
9742,UK,70725,Mens,8,10/13/2023,1.75,3.27,38.0
3185,Germany,72337,Womens,9,5/9/2023,9.94,5.23,72.2
2251,Italy,16123,Mens,5,9/2/2023,-3.22,7.06,85.7
2300,Spain,81188,Womens,12,8/25/2023,2.28,-4.28,50.0
5983,France,32944,Womens,6,7/30/2023,-0.47,6.03,43.67
5491,UK,91760,Mens,9,7/21/2023,8.89,5.09,74.07
2067,Italy,67351,Womens,12,10/1/2023,3.75,-4.19,58.4
